StatementCode,Parent Node,Is Parent Standard,Grade,Subject,Sub-Subject,Statement
CCSS.ELA-Literacy.L.8.1a,CCSS.ELA-Literacy.L.8.1,FALSE,8,English,English Language Arts and Literacy,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences."
CCSS.ELA-Literacy.L.8.1b,CCSS.ELA-Literacy.L.8.1,FALSE,8,English,English Language Arts and Literacy,Form and use verbs in the active and passive voice.
CCSS.ELA-Literacy.L.8.1c,CCSS.ELA-Literacy.L.8.1,FALSE,8,English,English Language Arts and Literacy,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood. "
CCSS.ELA-Literacy.L.8.1d,CCSS.ELA-Literacy.L.8.1,FALSE,8,English,English Language Arts and Literacy,Recognize and correct inappropriate shifts in verb voice and mood.*
CCSS.ELA-Literacy.L.8.2,,TRUE,8,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.L.8.2a,CCSS.ELA-Literacy.L.8.2,FALSE,8,English,English Language Arts and Literacy,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break."
CCSS.ELA-Literacy.L.8.2b,CCSS.ELA-Literacy.L.8.2,FALSE,8,English,English Language Arts and Literacy,Use an ellipsis to indicate an omission.
CCSS.ELA-Literacy.L.8.2c,CCSS.ELA-Literacy.L.8.2,FALSE,8,English,English Language Arts and Literacy,Spell correctly.
CCSS.ELA-Literacy.L.8.3,,TRUE,8,English,English Language Arts and Literacy,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
CCSS.ELA-Literacy.L.8.3a,CCSS.ELA-Literacy.L.8.3,FALSE,8,English,English Language Arts and Literacy,"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact)."
CCSS.ELA-Literacy.L.8.4,,TRUE,8,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies."
CCSS.ELA-Literacy.L.8.4a,CCSS.ELA-Literacy.L.8.4,FALSE,8,English,English Language Arts and Literacy,"Use context (e.g., the overall meaning of a sentence or paragraph; a wordâs position or function in a sentence) as a clue to the meaning of a word or phrase."
CCSS.ELA-Literacy.L.8.4b,CCSS.ELA-Literacy.L.8.4,FALSE,8,English,English Language Arts and Literacy,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede)."
CCSS.ELA-Literacy.L.8.4c,CCSS.ELA-Literacy.L.8.4,FALSE,8,English,English Language Arts and Literacy,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
CCSS.ELA-Literacy.L.8.4d,CCSS.ELA-Literacy.L.8.4,FALSE,8,English,English Language Arts and Literacy,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
CCSS.ELA-Literacy.L.8.5,,TRUE,8,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.L.8.5a,CCSS.ELA-Literacy.L.8.5,FALSE,8,English,English Language Arts and Literacy,"Interpret figures of speech (e.g. verbal irony, puns) in context."
CCSS.ELA-Literacy.L.8.5b,CCSS.ELA-Literacy.L.8.5,FALSE,8,English,English Language Arts and Literacy,Use the relationship between particular words to better understand each of the words.
CCSS.ELA-Literacy.L.8.5c,CCSS.ELA-Literacy.L.8.5,FALSE,8,English,English Language Arts and Literacy,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute)."
CCSS.ELA-Literacy.L.8.6,,FALSE,8,English,English Language Arts and Literacy,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
CCSS.ELA-Literacy.L.9-10.1,,TRUE,9,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.L.9-10.1,,TRUE,10,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.L.9-10.1a,CCSS.ELA-Literacy.L.9-10.1,FALSE,9,English,English Language Arts and Literacy,Use parallel structure.*
CCSS.ELA-Literacy.L.9-10.1a,CCSS.ELA-Literacy.L.9-10.1,FALSE,10,English,English Language Arts and Literacy,Use parallel structure.*
CCSS.ELA-Literacy.L.9-10.1b,CCSS.ELA-Literacy.L.9-10.1,FALSE,9,English,English Language Arts and Literacy,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations."
CCSS.ELA-Literacy.L.9-10.1b,CCSS.ELA-Literacy.L.9-10.1,FALSE,10,English,English Language Arts and Literacy,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations."
CCSS.ELA-Literacy.L.9-10.2,,TRUE,9,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.L.9-10.2,,FALSE,10,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.L.9-10.2a,,TRUE,9,English,English Language Arts and Literacy,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.
CCSS.ELA-Literacy.L.9-10.2a,CCSS.ELA-Literacy.L.9-10.2,FALSE,10,English,English Language Arts and Literacy,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.
CCSS.ELA-Literacy.L.9-10.2b,CCSS.ELA-Literacy.L.9-10.2,FALSE,9,English,English Language Arts and Literacy,Use a colon to introduce a list or quotation.
CCSS.ELA-Literacy.L.9-10.2b,CCSS.ELA-Literacy.L.9-10.2,FALSE,10,English,English Language Arts and Literacy,Use a colon to introduce a list or quotation.
CCSS.ELA-Literacy.L.9-10.2c,CCSS.ELA-Literacy.L.9-10.2,FALSE,9,English,English Language Arts and Literacy,Spell correctly.
CCSS.ELA-Literacy.L.9-10.2c,CCSS.ELA-Literacy.L.9-10.2,FALSE,10,English,English Language Arts and Literacy,Spell correctly.
CCSS.ELA-Literacy.L.9-10.3,,TRUE,9,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
CCSS.ELA-Literacy.L.9-10.3,,TRUE,10,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
CCSS.ELA-Literacy.L.9-10.3a,CCSS.ELA-Literacy.L.9-10.3,FALSE,9,English,English Language Arts and Literacy,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabianâs Manual for Writers) appropriate for the discipline and writing type."
CCSS.ELA-Literacy.L.9-10.3a,CCSS.ELA-Literacy.L.9-10.3,FALSE,10,English,English Language Arts and Literacy,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabianâs Manual for Writers) appropriate for the discipline and writing type."
CCSS.ELA-Literacy.L.9-10.4,,TRUE,9,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9â10 reading and content, choosing flexibly from a range of strategies."
CCSS.ELA-Literacy.L.9-10.4,,TRUE,10,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9â10 reading and content, choosing flexibly from a range of strategies."
CCSS.ELA-Literacy.L.9-10.4a,CCSS.ELA-Literacy.L.9-10.4,FALSE,9,English,English Language Arts and Literacy,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a wordâs position or function in a sentence) as a clue to the meaning of a word or phrase."
CCSS.ELA-Literacy.L.9-10.4a,CCSS.ELA-Literacy.L.9-10.4,FALSE,10,English,English Language Arts and Literacy,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a wordâs position or function in a sentence) as a clue to the meaning of a word or phrase."
CCSS.ELA-Literacy.L.9-10.4b,CCSS.ELA-Literacy.L.9-10.4,FALSE,9,English,English Language Arts and Literacy,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy)."
CCSS.ELA-Literacy.L.9-10.4b,CCSS.ELA-Literacy.L.9-10.4,FALSE,10,English,English Language Arts and Literacy,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy)."
CCSS.ELA-Literacy.L.9-10.4c,CCSS.ELA-Literacy.L.9-10.4,FALSE,9,English,English Language Arts and Literacy,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology."
CCSS.ELA-Literacy.L.9-10.4c,CCSS.ELA-Literacy.L.9-10.4,FALSE,10,English,English Language Arts and Literacy,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology."
CCSS.ELA-Literacy.L.9-10.4d,CCSS.ELA-Literacy.L.9-10.4,FALSE,9,English,English Language Arts and Literacy,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
CCSS.ELA-Literacy.L.9-10.4d,CCSS.ELA-Literacy.L.9-10.4,FALSE,10,English,English Language Arts and Literacy,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
CCSS.ELA-Literacy.L.9-10.5,,TRUE,9,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.L.9-10.5,,TRUE,10,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.L.9-10.5a,CCSS.ELA-Literacy.L.9-10.5,FALSE,9,English,English Language Arts and Literacy,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text."
CCSS.ELA-Literacy.L.9-10.5a,CCSS.ELA-Literacy.L.9-10.5,FALSE,10,English,English Language Arts and Literacy,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text."
CCSS.ELA-Literacy.L.9-10.5b,CCSS.ELA-Literacy.L.9-10.5,FALSE,9,English,English Language Arts and Literacy,Analyze nuances in the meaning of words with similar denotations.
CCSS.ELA-Literacy.L.9-10.5b,CCSS.ELA-Literacy.L.9-10.5,FALSE,10,English,English Language Arts and Literacy,Analyze nuances in the meaning of words with similar denotations.
CCSS.ELA-Literacy.L.9-10.6,,FALSE,9,English,English Language Arts and Literacy,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
CCSS.ELA-Literacy.L.9-10.6,,FALSE,10,English,English Language Arts and Literacy,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
CCSS.ELA-Literacy.L.11-12.1,,TRUE,11,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.L.11-12.1,,TRUE,12,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.L.11-12.1a,CCSS.ELA-Literacy.L.11-12.1,FALSE,11,English,English Language Arts and Literacy,"Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested."
CCSS.ELA-Literacy.L.11-12.1a,CCSS.ELA-Literacy.L.11-12.1,FALSE,12,English,English Language Arts and Literacy,"Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested."
CCSS.ELA-Literacy.L.11-12.1b,CCSS.ELA-Literacy.L.11-12.1,FALSE,11,English,English Language Arts and Literacy,"Resolve issues of complex or contested usage, consulting references (e.g., Merriam-Websterâs Dictionary of English Usage, Garnerâs Modern American Usage) as needed."
CCSS.ELA-Literacy.L.11-12.1b,CCSS.ELA-Literacy.L.11-12.1,FALSE,12,English,English Language Arts and Literacy,"Resolve issues of complex or contested usage, consulting references (e.g., Merriam-Websterâs Dictionary of English Usage, Garnerâs Modern American Usage) as needed."
CCSS.ELA-Literacy.L.11-12.2,,TRUE,11,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.L.11-12.2,,TRUE,12,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.L.11-12.2a,CCSS.ELA-Literacy.L.11-12.2,FALSE,11,English,English Language Arts and Literacy,Observe hyphenation conventions.
CCSS.ELA-Literacy.L.11-12.2a,CCSS.ELA-Literacy.L.11-12.2,FALSE,12,English,English Language Arts and Literacy,Observe hyphenation conventions.
CCSS.ELA-Literacy.L.11-12.2b,CCSS.ELA-Literacy.L.11-12.2,FALSE,11,English,English Language Arts and Literacy,Spell correctly.
CCSS.ELA-Literacy.L.11-12.2b,CCSS.ELA-Literacy.L.11-12.2,FALSE,12,English,English Language Arts and Literacy,Spell correctly.
CCSS.ELA-Literacy.L.11-12.3,,TRUE,11,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
CCSS.ELA-Literacy.L.11-12.3,,TRUE,12,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
CCSS.ELA-Literacy.L.11-12.3a,CCSS.ELA-Literacy.L.11-12.3,FALSE,11,English,English Language Arts and Literacy,"Vary syntax for effect, consulting references (e.g., Tufteâs Artful Sentences) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading."
CCSS.ELA-Literacy.L.11-12.3a,CCSS.ELA-Literacy.L.11-12.3,FALSE,12,English,English Language Arts and Literacy,"Vary syntax for effect, consulting references (e.g., Tufteâs Artful Sentences) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading."
CCSS.ELA-Literacy.L.11-12.4,,TRUE,11,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11â12 reading and content, choosing flexibly from a range of strategies."
CCSS.ELA-Literacy.L.11-12.4,,TRUE,12,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11â12 reading and content, choosing flexibly from a range of strategies."
CCSS.ELA-Literacy.L.11-12.4a,CCSS.ELA-Literacy.L.11-12.4,FALSE,11,English,English Language Arts and Literacy,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a wordâs position or function in a sentence) as a clue to the meaning of a word or phrase."
CCSS.ELA-Literacy.L.11-12.4a,CCSS.ELA-Literacy.L.11-12.4,FALSE,12,English,English Language Arts and Literacy,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a wordâs position or function in a sentence) as a clue to the meaning of a word or phrase."
CCSS.ELA-Literacy.L.11-12.4b,CCSS.ELA-Literacy.L.11-12.4,FALSE,11,English,English Language Arts and Literacy,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable)."
CCSS.ELA-Literacy.L.11-12.4b,CCSS.ELA-Literacy.L.11-12.4,FALSE,12,English,English Language Arts and Literacy,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable)."
CCSS.ELA-Literacy.L.11-12.4c,CCSS.ELA-Literacy.L.11-12.4,FALSE,11,English,English Language Arts and Literacy,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage."
CCSS.ELA-Literacy.L.11-12.4c,CCSS.ELA-Literacy.L.11-12.4,FALSE,12,English,English Language Arts and Literacy,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage."
CCSS.ELA-Literacy.L.11-12.4d,CCSS.ELA-Literacy.L.11-12.4,FALSE,11,English,English Language Arts and Literacy,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
CCSS.ELA-Literacy.L.11-12.4d,CCSS.ELA-Literacy.L.11-12.4,FALSE,12,English,English Language Arts and Literacy,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
CCSS.ELA-Literacy.L.11-12.5,,TRUE,11,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.L.11-12.5,,TRUE,12,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.L.11-12.5a,CCSS.ELA-Literacy.L.11-12.5,FALSE,11,English,English Language Arts and Literacy,"Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text."
CCSS.ELA-Literacy.L.11-12.5a,CCSS.ELA-Literacy.L.11-12.5,FALSE,12,English,English Language Arts and Literacy,"Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text."
CCSS.ELA-Literacy.L.11-12.5b,CCSS.ELA-Literacy.L.11-12.5,FALSE,11,English,English Language Arts and Literacy,Analyze nuances in the meaning of words with similar denotations.
CCSS.ELA-Literacy.L.11-12.5b,CCSS.ELA-Literacy.L.11-12.5,FALSE,12,English,English Language Arts and Literacy,Analyze nuances in the meaning of words with similar denotations.
CCSS.ELA-Literacy.L.11-12.6,,FALSE,11,English,English Language Arts and Literacy,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
CCSS.ELA-Literacy.L.11-12.6,,FALSE,12,English,English Language Arts and Literacy,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
CCSS.ELA-Literacy.RH.6-8.1,,FALSE,6,English,English Language Arts and Literacy,Cite specific textual evidence to support analysis of primary and secondary sources.
CCSS.ELA-Literacy.RH.6-8.1,,FALSE,7,English,English Language Arts and Literacy,Cite specific textual evidence to support analysis of primary and secondary sources.
CCSS.ELA-Literacy.RH.6-8.1,,FALSE,8,English,English Language Arts and Literacy,Cite specific textual evidence to support analysis of primary and secondary sources.
CCSS.ELA-Literacy.RH.6-8.2,,FALSE,6,English,English Language Arts and Literacy,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.
CCSS.ELA-Literacy.RH.6-8.2,,FALSE,7,English,English Language Arts and Literacy,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.
CCSS.ELA-Literacy.RH.6-8.2,,FALSE,8,English,English Language Arts and Literacy,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.
CCSS.ELA-Literacy.RH.6-8.3,,FALSE,6,English,English Language Arts and Literacy,"Identify key steps in a textâs description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered)."
CCSS.ELA-Literacy.RH.6-8.3,,FALSE,7,English,English Language Arts and Literacy,"Identify key steps in a textâs description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered)."
CCSS.ELA-Literacy.RH.6-8.3,,FALSE,8,English,English Language Arts and Literacy,"Identify key steps in a textâs description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered)."
CCSS.ELA-Literacy.RH.6-8.4,,FALSE,6,English,English Language Arts and Literacy,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies."
CCSS.ELA-Literacy.RH.6-8.4,,FALSE,7,English,English Language Arts and Literacy,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies."
CCSS.ELA-Literacy.RH.6-8.4,,FALSE,8,English,English Language Arts and Literacy,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies."
CCSS.ELA-Literacy.RH.6-8.5,,FALSE,6,English,English Language Arts and Literacy,"Describe how a text presents information (e.g., sequentially, comparatively, causally). "
CCSS.ELA-Literacy.RH.6-8.5,,FALSE,7,English,English Language Arts and Literacy,"Describe how a text presents information (e.g., sequentially, comparatively, causally). "
CCSS.ELA-Literacy.RH.6-8.5,,FALSE,8,English,English Language Arts and Literacy,"Describe how a text presents information (e.g., sequentially, comparatively, causally). "
CCSS.ELA-Literacy.RH.6-8.6,,FALSE,6,English,English Language Arts and Literacy,"Identify aspects of a text that reveal an authorâs point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts)."
CCSS.ELA-Literacy.RH.6-8.6,,FALSE,7,English,English Language Arts and Literacy,"Identify aspects of a text that reveal an authorâs point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts)."
CCSS.ELA-Literacy.RH.6-8.6,,FALSE,8,English,English Language Arts and Literacy,"Identify aspects of a text that reveal an authorâs point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts)."
CCSS.ELA-Literacy.RH.6-8.7,,FALSE,6,English,English Language Arts and Literacy,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts."
CCSS.ELA-Literacy.RH.6-8.7,,FALSE,7,English,English Language Arts and Literacy,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts."
CCSS.ELA-Literacy.RH.6-8.7,,FALSE,8,English,English Language Arts and Literacy,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts."
CCSS.ELA-Literacy.RH.6-8.8,,FALSE,6,English,English Language Arts and Literacy,"Distinguish among fact, opinion, and reasoned judgment in a text."
CCSS.ELA-Literacy.RH.6-8.8,,FALSE,7,English,English Language Arts and Literacy,"Distinguish among fact, opinion, and reasoned judgment in a text."
CCSS.ELA-Literacy.RH.6-8.8,,FALSE,8,English,English Language Arts and Literacy,"Distinguish among fact, opinion, and reasoned judgment in a text."
CCSS.ELA-Literacy.RH.6-8.9,,FALSE,6,English,English Language Arts and Literacy,Analyze the relationship between a primary and secondary source on the same topic.
CCSS.ELA-Literacy.RH.6-8.9,,FALSE,7,English,English Language Arts and Literacy,Analyze the relationship between a primary and secondary source on the same topic.
CCSS.ELA-Literacy.RH.6-8.9,,FALSE,8,English,English Language Arts and Literacy,Analyze the relationship between a primary and secondary source on the same topic.
CCSS.ELA-Literacy.RH.6-8.10,,FALSE,6,English,English Language Arts and Literacy,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6â8 text complexity band independently and proficiently."
CCSS.ELA-Literacy.RH.6-8.10,,FALSE,7,English,English Language Arts and Literacy,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6â8 text complexity band independently and proficiently."
CCSS.ELA-Literacy.RH.6-8.10,,FALSE,8,English,English Language Arts and Literacy,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6â8 text complexity band independently and proficiently."
CCSS.ELA-Literacy.RH.9-10.1,,FALSE,9,English,English Language Arts and Literacy,"Cite specific textual evidence to support analysis of primary and secondary sources, attending to such features as the date and origin of the information."
CCSS.ELA-Literacy.RH.9-10.1,,FALSE,10,English,English Language Arts and Literacy,"Cite specific textual evidence to support analysis of primary and secondary sources, attending to such features as the date and origin of the information."
CCSS.ELA-Literacy.RH.9-10.2,,FALSE,9,English,English Language Arts and Literacy,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of how key events or ideas develop over the course of the text.
CCSS.ELA-Literacy.RH.9-10.2,,FALSE,10,English,English Language Arts and Literacy,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of how key events or ideas develop over the course of the text.
CCSS.ELA-Literacy.RH.9-10.3,,FALSE,9,English,English Language Arts and Literacy,Analyze in detail a series of events described in a text; determine whether earlier events caused later ones or simply preceded them. 
CCSS.ELA-Literacy.RH.9-10.3,,FALSE,10,English,English Language Arts and Literacy,Analyze in detail a series of events described in a text; determine whether earlier events caused later ones or simply preceded them. 
CCSS.ELA-Literacy.RH.9-10.4,,FALSE,9,English,English Language Arts and Literacy,"Determine the meaning of words and phrases as they are used in a text, including vocabulary describing political, social, or economic aspects of history/social science."
CCSS.ELA-Literacy.RH.9-10.4,,FALSE,10,English,English Language Arts and Literacy,"Determine the meaning of words and phrases as they are used in a text, including vocabulary describing political, social, or economic aspects of history/social science."
CCSS.ELA-Literacy.RH.9-10.5,,FALSE,9,English,English Language Arts and Literacy,Analyze how a text uses structure to emphasize key points or advance an explanation or analysis.
CCSS.ELA-Literacy.RH.9-10.5,,FALSE,10,English,English Language Arts and Literacy,Analyze how a text uses structure to emphasize key points or advance an explanation or analysis.
CCSS.ELA-Literacy.RH.9-10.6,,FALSE,9,English,English Language Arts and Literacy,"Compare the point of view of two or more authors for how they treat the same or similar topics, including which details they include and emphasize in their respective accounts."
CCSS.ELA-Literacy.RH.9-10.6,,FALSE,10,English,English Language Arts and Literacy,"Compare the point of view of two or more authors for how they treat the same or similar topics, including which details they include and emphasize in their respective accounts."
CCSS.ELA-Literacy.RH.9-10.7,,FALSE,9,English,English Language Arts and Literacy,"Integrate quantitative or technical analysis (e.g., charts, research data) with qualitative analysis in print or digital text."
CCSS.ELA-Literacy.RH.9-10.7,,FALSE,10,English,English Language Arts and Literacy,"Integrate quantitative or technical analysis (e.g., charts, research data) with qualitative analysis in print or digital text."
CCSS.ELA-Literacy.RH.9-10.8,,FALSE,9,English,English Language Arts and Literacy,Assess the extent to which the reasoning and evidence in a text support the authorâs claims.
CCSS.ELA-Literacy.RH.9-10.8,,FALSE,10,English,English Language Arts and Literacy,Assess the extent to which the reasoning and evidence in a text support the authorâs claims.
CCSS.ELA-Literacy.RH.9-10.9,,FALSE,9,English,English Language Arts and Literacy,Compare and contrast treatments of the same topic in several primary and secondary sources.
CCSS.ELA-Literacy.RH.9-10.9,,FALSE,10,English,English Language Arts and Literacy,Compare and contrast treatments of the same topic in several primary and secondary sources.
CCSS.ELA-Literacy.RH.9-10.10,,FALSE,9,English,English Language Arts and Literacy,"By the end of grade 10, read and comprehend history/social studies texts in the grades 9â10 text complexity band independently and proficiently."
CCSS.ELA-Literacy.RH.9-10.10,,FALSE,10,English,English Language Arts and Literacy,"By the end of grade 10, read and comprehend history/social studies texts in the grades 9â10 text complexity band independently and proficiently."
CCSS.ELA-Literacy.RH.11-12.1,,FALSE,11,English,English Language Arts and Literacy,"Cite specific textual evidence to support analysis of primary and secondary sources, connecting insights gained from specific details to an understanding of the text as a whole."
CCSS.ELA-Literacy.RH.11-12.1,,FALSE,12,English,English Language Arts and Literacy,"Cite specific textual evidence to support analysis of primary and secondary sources, connecting insights gained from specific details to an understanding of the text as a whole."
CCSS.ELA-Literacy.RH.11-12.2,,FALSE,11,English,English Language Arts and Literacy,Determine the central ideas or information of a primary or secondary source; provide an accurate summary that makes clear the relationships among the key details and ideas.
CCSS.ELA-Literacy.RH.11-12.2,,FALSE,12,English,English Language Arts and Literacy,Determine the central ideas or information of a primary or secondary source; provide an accurate summary that makes clear the relationships among the key details and ideas.
