StatementCode,Parent Standard,Is Parent Standard,Grade,Subject,Sub-Subject,Standard Type,Statement,Column2,Column3,Column4,Column5,Column6,Column7,Column8
CCSS.Math.Content.8.SP.A.3,,FALSE,8,Mathematics,Mathematics,q,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height.",,,,,,,
CCSS.Math.Content.8.SP.A.4,,FALSE,8,Mathematics,Mathematics,q,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?",,,,,,,
CCSS.Math.Content.HSN-RN.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 51/3 to be the cube root of 5 because we want (51/3)3 = 5(1/3)3 to hold, so (51/3)3 must equal 5.",,,,,,,
CCSS.Math.Content.HSN-RN.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,Rewrite expressions involving radicals and rational exponents using the properties of exponents.,,,,,,,
CCSS.Math.Content.HSN-RN.B.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.,,,,,,,
CCSS.Math.Content.HSN-Q.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.,,,,,,,
CCSS.Math.Content.HSN-Q.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,Define appropriate quantities for the purpose of descriptive modeling.,,,,,,,
CCSS.Math.Content.HSN-Q.A.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.,,,,,,,
CCSS.Math.Content.HSN-CN.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,"Know there is a complex number i such that i2 = &ndash;1, and every complex number has the form a + bi with a and b real.",,,,,,,
CCSS.Math.Content.HSN-CN.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,"Use the relation i2 = &ndash;1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.",,,,,,,
CCSS.Math.Content.HSN-CN.A.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.,,,,,,,
CCSS.Math.Content.HSN-CN.B.4,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,"(+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number.",,,,,,,
CCSS.Math.Content.HSN-CN.B.6,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,"(+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints.",,,,,,,
CCSS.Math.Content.HSN-CN.B.5,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,"(+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (-1 + &radic;3 i)3 = 8 because (-1 + &radic;3 i) has modulus 2 and argument 120&deg;.",,,,,,,
CCSS.Math.Content.HSN-CN.C.7,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,Solve quadratic equations with real coefficients that have complex solutions.,,,,,,,
CCSS.Math.Content.HSN-CN.C.8,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,"(+) Extend polynomial identities to the complex numbers. For example, rewrite x2 + 4 as (x + 2i)(x &ndash; 2i).",,,,,,,
CCSS.Math.Content.HSN-CN.C.9,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,q,(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.,,,,,,,
CCSS.Math.Content.HSN-VM.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., v, ",", ",,v,,", v).",,
CCSS.Math.Content.HSN-VM.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.,,,,,,,
CCSS.Math.Content.HSN-VM.A.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Solve problems involving velocity and other quantities that can be represented by vectors.,,,,,,,
CCSS.Math.Content.HSN-VM.B.4,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Add and subtract vectors.,,,,,,,
CCSS.Math.Content.HSN-VM.B.4a,CCSS.Math.Content.HSN-VM.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Add vectors end-to-end, component-wise, and by the parallelogram rule. Understand that the magnitude of a sum of two vectors is typically not the sum of the magnitudes.",,,,,,,
CCSS.Math.Content.HSN-VM.B.4b,CCSS.Math.Content.HSN-VM.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Given two vectors in magnitude and direction form, determine the magnitude and direction of their sum.",,,,,,,
CCSS.Math.Content.HSN-VM.B.4c,CCSS.Math.Content.HSN-VM.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Understand vector subtraction v &ndash; w as v + (&ndash;w), where &ndash;w is the additive inverse of w, with the same magnitude as w and pointing in the opposite direction. Represent vector subtraction graphically by connecting the tips in the appropriate order, and perform vector subtraction component-wise.",,,,,,,
CCSS.Math.Content.HSN-VM.B.5,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Multiply a vector by a scalar.,,,,,,,
CCSS.Math.Content.HSN-VM.B.5a,CCSS.Math.Content.HSN-VM.B.5,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as c(vx, vy) = (cvx, cvy).",,,,,,,
CCSS.Math.Content.HSN-VM.B.5b,CCSS.Math.Content.HSN-VM.B.5,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Compute the magnitude of a scalar multiple cv using ,cv,, = ,c,v. Compute the direction of cv knowing that when ,c,"v &ne; 0, the direction of cv is either along v (for c &gt; 0) or against v (for c &lt; 0)."
CCSS.Math.Content.HSN-VM.C.6,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network.",,,,,,,
CCSS.Math.Content.HSN-VM.C.7,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled.",,,,,,,
CCSS.Math.Content.HSN-VM.C.8,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Add, subtract, and multiply matrices of appropriate dimensions.",,,,,,,
CCSS.Math.Content.HSN-VM.C.9,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties.",,,,,,,
CCSS.Math.Content.HSN-VM.C.10,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.,,,,,,,
CCSS.Math.Content.HSN-VM.C.11,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.,,,,,,,
CCSS.Math.Content.HSN-VM.C.12,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Work with 2 &times; 2 matrices as a transformations of the plane, and interpret the absolute value of the determinant in terms of area.",,,,,,,
CCSS.Math.Content.HSA-SSE.A.1,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,Interpret expressions that represent a quantity in terms of its context.â,,,,,,,
CCSS.Math.Content.HSA-SSE.A.1a,CCSS.Math.Content.HSA-SSE.A.1,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Interpret parts of an expression, such as terms, factors, and coefficients.",,,,,,,
CCSS.Math.Content.HSA-SSE.A.1b,CCSS.Math.Content.HSA-SSE.A.1,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Interpret complicated expressions by viewing one or more of their parts as a single entity. For example, interpret P(1+r)n as the product of P and a factor not depending on P.",,,,,,,
CCSS.Math.Content.HSA-SSE.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Use the structure of an expression to identify ways to rewrite it. For example, see x4 &ndash; y4 as (x2)2 &ndash; (y2)2, thus recognizing it as a difference of squares that can be factored as (x2 &ndash; y2)(x2 + y2).",,,,,,,
CCSS.Math.Content.HSA-SSE.B.3,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.â,,,,,,,
CCSS.Math.Content.HSA-SSE.B.3a,CCSS.Math.Content.HSA-SSE.B.3,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Factor a quadratic expression to reveal the zeros of the function it defines.,,,,,,,
CCSS.Math.Content.HSA-SSE.B.3b,CCSS.Math.Content.HSA-SSE.B.3,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Complete the square in a quadratic expression to reveal the maximum or minimum value of the function it defines.,,,,,,,
CCSS.Math.Content.HSA-SSE.B.3c,CCSS.Math.Content.HSA-SSE.B.3,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Use the properties of exponents to transform expressions for exponential functions. For example the expression 1.15t can be rewritten as (1.151/12)12t &asymp; 1.01212t to reveal the approximate equivalent monthly interest rate if the annual rate is 15%.,,,,,,,
CCSS.Math.Content.HSA-SSE.B.4,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. For example, calculate mortgage payments.â",,,,,,,
CCSS.Math.Content.HSA-APR.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials.",,,,,,,
CCSS.Math.Content.HSA-APR.B.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Know and apply the Remainder Theorem: For a polynomial p(x) and a number a, the remainder on division by x &ndash; a is p(a), so p(a) = 0 if and only if (x &ndash; a) is a factor of p(x).",,,,,,,
CCSS.Math.Content.HSA-APR.B.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial.",,,,,,,
CCSS.Math.Content.HSA-APR.C.4,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Prove polynomial identities and use them to describe numerical relationships. For example, the polynomial identity (x2 + y2)2 = (x2 &ndash; y2)2 + (2xy)2 can be used to generate Pythagorean triples.",,,,,,,
CCSS.Math.Content.HSA-APR.C.5,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Know and apply the Binomial Theorem for the expansion of (x + y)n in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by Pascal&rsquo;s Triangle.1",,,,,,,
CCSS.Math.Content.HSA-APR.D.6,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Rewrite simple rational expressions in different forms; write a(x)/b(x) in the form q(x) + r(x)/b(x), where a(x), b(x), q(x), and r(x) are polynomials with the degree of r(x) less than the degree of b(x), using inspection, long division, or, for the more complicated examples, a computer algebra system.",,,,,,,
CCSS.Math.Content.HSA-APR.D.7,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions.",,,,,,,
CCSS.Math.Content.HSA-CED.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions.",,,,,,,
CCSS.Math.Content.HSA-CED.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.,,,,,,,
CCSS.Math.Content.HSA-CED.A.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or nonviable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods.",,,,,,,
CCSS.Math.Content.HSA-CED.A.4,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange Ohm&rsquo;s law V = IR to highlight resistance R.",,,,,,,
CCSS.Math.Content.HSA-REI.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.",,,,,,,
CCSS.Math.Content.HSA-REI.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise.",,,,,,,
CCSS.Math.Content.HSA-REI.B.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",,,,,,,
CCSS.Math.Content.HSA-REI.B.4,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,Solve quadratic equations in one variable.,,,,,,,
CCSS.Math.Content.HSA-REI.B.4a,CCSS.Math.Content.HSA-REI.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Use the method of completing the square to transform any quadratic equation in x into an equation of the form (x &ndash; p)2 = q that has the same solutions. Derive the quadratic formula from this form.,,,,,,,
CCSS.Math.Content.HSA-REI.B.4b,CCSS.Math.Content.HSA-REI.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Solve quadratic equations by inspection (e.g., for x2 = 49), taking square roots, completing the square, the quadratic formula and factoring, as appropriate to the initial form of the equation. Recognize when the quadratic formula gives complex solutions and write them as a &plusmn; bi for real numbers a and b.",,,,,,,
CCSS.Math.Content.HSA-REI.C.5,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions.",,,,,,,
CCSS.Math.Content.HSA-REI.C.6,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables.",,,,,,,
CCSS.Math.Content.HSA-REI.C.7,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line y = &ndash;3x and the circle x2 + y2 = 3.",,,,,,,
CCSS.Math.Content.HSA-REI.C.8,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Represent a system of linear equations as a single matrix equation in a vector variable.,,,,,,,
CCSS.Math.Content.HSA-REI.C.9,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 &times; 3 or greater).,,,,,,,
CCSS.Math.Content.HSA-REI.D.10,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line).",,,,,,,
CCSS.Math.Content.HSA-REI.D.11,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.â",,,,,,,
CCSS.Math.Content.HSA-REI.D.12,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes.",,,,,,,
CCSS.Math.Content.HSF-IF.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x).",,,,,,,
CCSS.Math.Content.HSF-IF.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context.",,,,,,,
CCSS.Math.Content.HSF-IF.A.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n &ge; 1.",,,,,,,
CCSS.Math.Content.HSF-IF.B.4,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.â",,,,,,,
CCSS.Math.Content.HSF-IF.B.5,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.â",,,,,,,
CCSS.Math.Content.HSF-IF.B.6,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.â,,,,,,,
CCSS.Math.Content.HSF-IF.C.7,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.â",,,,,,,
CCSS.Math.Content.HSF-IF.C.7a,CCSS.Math.Content.HSF-IF.C.7,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Graph linear and quadratic functions and show intercepts, maxima, and minima.",,,,,,,
CCSS.Math.Content.HSF-IF.C.7b,CCSS.Math.Content.HSF-IF.C.7,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",,,,,,,
CCSS.Math.Content.HSF-IF.C.7c,CCSS.Math.Content.HSF-IF.C.7,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior.",,,,,,,
CCSS.Math.Content.HSF-IF.C.7d,CCSS.Math.Content.HSF-IF.C.7,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior.",,,,,,,
CCSS.Math.Content.HSF-IF.C.7e,CCSS.Math.Content.HSF-IF.C.7,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",,,,,,,
CCSS.Math.Content.HSF-IF.C.8,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,,,,,,,
CCSS.Math.Content.HSF-IF.C.8a,CCSS.Math.Content.HSF-IF.C.8,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context.",,,,,,,
CCSS.Math.Content.HSF-IF.C.8b,CCSS.Math.Content.HSF-IF.C.8,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)t, y = (0.97)t, y = (1.01)12t, y = (1.2)t/10, and classify them as representing exponential growth or decay.",,,,,,,
CCSS.Math.Content.HSF-IF.C.9,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum.",,,,,,,
CCSS.Math.Content.HSF-BF.A.1,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,Write a function that describes a relationship between two quantities.â,,,,,,,
CCSS.Math.Content.HSF-BF.A.1a,CCSS.Math.Content.HSF-BF.A.1,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Determine an explicit expression, a recursive process, or steps for calculation from a context.",,,,,,,
CCSS.Math.Content.HSF-BF.A.1b,CCSS.Math.Content.HSF-BF.A.1,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Combine standard function types using arithmetic operations. For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model.",,,,,,,
CCSS.Math.Content.HSF-BF.A.1c,CCSS.Math.Content.HSF-BF.A.1,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Compose functions. For example, if T(y) is the temperature in the atmosphere as a function of height, and h(t) is the height of a weather balloon as a function of time, then T(h(t)) is the temperature at the location of the weather balloon as a function of time. ",,,,,,,
CCSS.Math.Content.HSF-BF.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.â",,,,,,,
CCSS.Math.Content.HSF-BF.B.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.",,,,,,,
CCSS.Math.Content.HSF-BF.B.4,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v, Find inverse functions.,,,,,,,
CCSS.Math.Content.HSF-BF.B.4a,CCSS.Math.Content.HSF-BF.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. For example, f(x) =2 x3 or f(x) = (x+1)/(x&ndash;1) for x &ne; 1.",,,,,,,
CCSS.Math.Content.HSF-BF.B.4b,CCSS.Math.Content.HSF-BF.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Verify by composition that one function is the inverse of another.,,,,,,,
CCSS.Math.Content.HSF-BF.B.4c,CCSS.Math.Content.HSF-BF.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Read values of an inverse function from a graph or a table, given that the function has an inverse.",,,,,,,
CCSS.Math.Content.HSF-BF.B.4d,CCSS.Math.Content.HSF-BF.B.4,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Produce an invertible function from a non-invertible function by restricting the domain.,,,,,,,
CCSS.Math.Content.HSF-BF.B.5,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.,,,,,,,
CCSS.Math.Content.HSF-LE.A.1,,TRUE,"9, 10, 11, 12",Mathematics,Mathematics,v,Distinguish between situations that can be modeled with linear functions and with exponential functions.,,,,,,,
CCSS.Math.Content.HSF-LE.A.1a,CCSS.Math.Content.HSF-LE.A.1,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals.",,,,,,,
CCSS.Math.Content.HSF-LE.A.1b,CCSS.Math.Content.HSF-LE.A.1,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.,,,,,,,
CCSS.Math.Content.HSF-LE.A.1c,CCSS.Math.Content.HSF-LE.A.1,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.,,,,,,,
CCSS.Math.Content.HSF-LE.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).",,,,,,,
CCSS.Math.Content.HSF-LE.A.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.",,,,,,,
CCSS.Math.Content.HSF-LE.A.4,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"For exponential models, express as a logarithm the solution to abct = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology.",,,,,,,
CCSS.Math.Content.HSF-LE.B.5,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Interpret the parameters in a linear or exponential function in terms of a context.,,,,,,,
CCSS.Math.Content.HSF-TF.A.1,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.,,,,,,,
CCSS.Math.Content.HSF-TF.A.2,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.",,,,,,,
CCSS.Math.Content.HSF-TF.A.3,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for &pi;/3, &pi;/4 and &pi;/6, and use the unit circle to express the values of sine, cosine, and tangent for x, &pi; + x, and 2&pi; &ndash; x in terms of their values for x, where x is any real number.",,,,,,,
CCSS.Math.Content.HSF-TF.A.4,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.,,,,,,,
CCSS.Math.Content.HSF-TF.B.5,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.â",,,,,,,
CCSS.Math.Content.HSF-TF.B.6,,FALSE,"9, 10, 11, 12",Mathematics,Mathematics,v,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.,,,,,,,
